,keywords
1093,"{'film': 0.447, 'arnold': 0.439, 'oscar': 0.305, 'council': 0.207, 'short': 0.196}"
1094,"{'imf': 0.591, 'gold': 0.55, 'relief': 0.178, 'reserves': 0.16, 'debt': 0.159}"
1095,"{'race': 0.406, 'km': 0.345, 'champion': 0.244, 'edinburgh': 0.202, 'african': 0.191}"
1096,"{'online': 0.43, 'shoppers': 0.387, 'shopping': 0.324, 'ebay': 0.306, 'buying': 0.211}"
1097,"{'jeeves': 0.546, 'bloglines': 0.526, 'blogs': 0.251, 'entries': 0.21, 'blog': 0.205}"
1098,"{'series': 0.364, 'millennium': 0.296, 'comeback': 0.265, 'robinson': 0.249, 'tv': 0.176}"
1099,"{'everton': 0.362, 'start': 0.2, 'lying': 0.192, 'predictions': 0.185, 'statements': 0.177}"
1100,"{'countries': 0.372, 'respondents': 0.368, 'poll': 0.297, 'economy': 0.28, 'worse': 0.224}"
1101,"{'workers': 0.368, 'pension': 0.319, 'prescott': 0.271, 'unions': 0.252, 'choice': 0.235}"
1102,"{'french': 0.349, 'quarterly': 0.248, 'economy': 0.227, 'growth': 0.217, 'output': 0.209}"
1103,"{'panel': 0.224, 'candidates': 0.2, 'politics': 0.16, 'care': 0.154, 'contestants': 0.15}"
1104,"{'sales': 0.234, 'structure': 0.222, 'euros': 0.187, 'products': 0.167, 'dual': 0.166}"
1105,"{'gazprom': 0.496, 'nuclear': 0.304, 'russian': 0.23, 'regain': 0.212, 'yuganskneftegas': 0.209}"
1106,"{'film': 0.341, 'jason': 0.303, 'horror': 0.245, 'sequel': 0.227, 'direct': 0.191}"
1107,"{'brown': 0.425, 'prosperity': 0.38, 'blair': 0.343, 'labour': 0.276, 'prime': 0.173}"
1108,"{'cairn': 0.777, 'oil': 0.236, 'shares': 0.22, 'fields': 0.149, 'extension': 0.142}"
1109,"{'thailand': 0.348, 'tourism': 0.219, 'lanka': 0.217, 'tragedy': 0.211, 'sri': 0.211}"
1110,"{'definition': 0.47, 'dvd': 0.383, 'dean': 0.348, 'dvds': 0.304, 'master': 0.167}"
1111,"{'constitution': 0.527, 'referendum': 0.518, 'eu': 0.302, 'question': 0.183, 'treaty': 0.157}"
1112,"{'moya': 0.638, 'roddick': 0.289, 'clay': 0.2, 'rubber': 0.2, 'davis': 0.198}"
1113,"{'maps': 0.64, 'respond': 0.462, 'satellite': 0.325, 'aid': 0.139, 'data': 0.119}"
1114,"{'band': 0.525, 'fightstar': 0.337, 'busted': 0.327, 'pop': 0.284, 'simpson': 0.191}"
1115,"{'murder': 0.567, 'review': 0.358, 'sentence': 0.263, 'blunkett': 0.212, 'commission': 0.199}"
1116,"{'disasters': 0.425, 'natural': 0.328, 'claims': 0.314, 'swiss': 0.282, 'bn': 0.257}"
1117,"{'sri': 0.489, 'lanka': 0.391, 'imf': 0.277, 'reconstruction': 0.224, 'damage': 0.181}"
1118,"{'munster': 0.585, 'ulster': 0.496, 'leinster': 0.494, 'campbell': 0.139, 'easterby': 0.106}"
1119,"{'csi': 0.674, 'episode': 0.524, 'direct': 0.187, 'directed': 0.136, 'drama': 0.127}"
1120,"{'bush': 0.467, 'blair': 0.315, 'change': 0.191, 'climate': 0.186, 'president': 0.186}"
1121,"{'cell': 0.467, 'chip': 0.419, 'processor': 0.327, 'playstation': 0.287, 'intel': 0.249}"
1122,"{'turkish': 0.415, 'turkey': 0.406, 'currency': 0.279, 'economy': 0.235, 'inflation': 0.197}"
1123,"{'qantas': 0.717, 'australia': 0.208, 'earnings': 0.169, 'tsunami': 0.167, 'profit': 0.161}"
1124,"{'quangos': 0.607, 'lewis': 0.203, 'council': 0.198, 'labour': 0.161, 'football': 0.158}"
1125,"{'parmalat': 0.749, 'collapse': 0.236, 'prosecutors': 0.227, 'money': 0.133, 'financial': 0.114}"
1126,"{'stuart': 0.447, 'norwich': 0.361, 'appearances': 0.303, 'charlton': 0.243, 'everton': 0.216}"
1127,"{'bob': 0.542, 'africa': 0.262, 'interview': 0.179, 'records': 0.177, 'america': 0.154}"
1128,"{'champion': 0.357, 'melbourne': 0.325, 'australian': 0.243, 'injury': 0.22, 'clijsters': 0.192}"
1129,"{'fightstar': 0.549, 'simpson': 0.415, 'busted': 0.414, 'band': 0.249, 'charlie': 0.133}"
1130,"{'trusted': 0.524, 'hardware': 0.304, 'computing': 0.299, 'security': 0.192, 'users': 0.179}"
1131,"{'executive': 0.262, 'standard': 0.233, 'raised': 0.23, 'judgement': 0.225, 'human': 0.222}"
1132,"{'china': 0.358, 'loans': 0.339, 'bn': 0.312, 'profits': 0.274, 'yuan': 0.257}"
1133,"{'mpc': 0.361, 'ons': 0.319, 'ms': 0.222, 'data': 0.204, 'surveys': 0.195}"
1134,"{'carpenter': 0.493, 'net': 0.445, 'dr': 0.267, 'standards': 0.257, 'protocol': 0.179}"
1135,"{'sales': 0.518, 'store': 0.292, 'stores': 0.266, 'retailers': 0.222, 'rise': 0.208}"
1136,"{'imf': 0.479, 'eurozone': 0.399, 'german': 0.274, 'economy': 0.226, 'growth': 0.215}"
1137,"{'arcy': 0.3, 'horgan': 0.3, 'connor': 0.285, 'ireland': 0.24, 'wing': 0.239}"
1138,"{'survey': 0.304, 'companies': 0.3, 'bosses': 0.225, 'global': 0.199, 'executives': 0.198}"
1139,"{'drives': 0.317, 'memory': 0.28, 'data': 0.25, 'devices': 0.242, 'hard': 0.224}"
1140,"{'theatre': 0.577, 'fox': 0.295, 'swansea': 0.29, 'palace': 0.21, 'edward': 0.205}"
1141,"{'campbell': 0.505, 'mandelson': 0.301, 'labour': 0.257, 'campaigning': 0.229, 'dirty': 0.218}"
1142,"{'ebbers': 0.622, 'sullivan': 0.374, 'worldcom': 0.297, 'fraud': 0.185, 'witness': 0.182}"
1143,"{'smith': 0.291, 'blunkett': 0.273, 'sir': 0.255, 'civil': 0.226, 'visa': 0.217}"
1144,"{'mcdonald': 0.53, 'mtv': 0.411, 'food': 0.21, 'warning': 0.191, 'youth': 0.171}"
1145,"{'stade': 0.497, 'toulousain': 0.436, 'biarritz': 0.339, 'harinordoquy': 0.277, 'ireland': 0.194}"
1146,"{'interactive': 0.57, 'bafta': 0.344, 'awards': 0.328, 'film': 0.195, 'entertainment': 0.154}"
1147,"{'profits': 0.381, 'advertising': 0.232, 'unit': 0.195, 'rival': 0.187, 'sell': 0.186}"
1148,"{'council': 0.45, 'local': 0.324, 'tax': 0.274, 'councils': 0.273, 'reasonable': 0.228}"
1149,"{'rwanda': 0.528, 'hotel': 0.418, 'berlin': 0.38, 'film': 0.304, 'festival': 0.198}"
1150,"{'silicon': 0.518, 'light': 0.437, 'laser': 0.436, 'intel': 0.249, 'dr': 0.21}"
1151,"{'khodorkovsky': 0.511, 'yukos': 0.481, 'oil': 0.205, 'stake': 0.182, 'putin': 0.152}"
1152,"{'audience': 0.412, 'channel': 0.347, 'share': 0.272, 'january': 0.246, 'television': 0.229}"
1153,"{'beattie': 0.566, 'everton': 0.347, 'villa': 0.261, 'aston': 0.251, 'assault': 0.244}"
1154,"{'brown': 0.332, 'labour': 0.277, 'gordon': 0.254, 'chancellor': 0.214, 'taxes': 0.188}"
1155,"{'courts': 0.405, 'lord': 0.349, 'victims': 0.285, 'falconer': 0.283, 'court': 0.25}"
1156,"{'tribunal': 0.341, 'kenteris': 0.272, 'charges': 0.246, 'thanou': 0.204, 'iaaf': 0.197}"
1157,"{'balls': 0.453, 'brown': 0.308, 'election': 0.302, 'stability': 0.237, 'chancellor': 0.227}"
1158,"{'disney': 0.708, 'directors': 0.33, 'sec': 0.263, 'employed': 0.197, 'shareholders': 0.155}"
1159,"{'microsoft': 0.466, 'spyware': 0.418, 'program': 0.349, 'software': 0.277, 'anti': 0.265}"
1160,"{'forensic': 0.651, 'csi': 0.423, 'science': 0.394, 'dr': 0.177, 'effect': 0.133}"
1161,"{'club': 0.48, 'israeli': 0.397, 'african': 0.318, 'goalkeeper': 0.256, 'cup': 0.244}"
1162,"{'beattie': 0.436, 'gallas': 0.419, 'everton': 0.214, 'initially': 0.181, 'immediately': 0.18}"
1163,"{'bt': 0.457, 'premium': 0.31, 'dial': 0.25, 'rogue': 0.218, 'scams': 0.21}"
1164,"{'plant': 0.306, 'deal': 0.257, 'products': 0.214, 'sales': 0.181, 'analysts': 0.181}"
1165,"{'francis': 0.292, 'gardener': 0.289, 'lewis': 0.251, 'gold': 0.225, 'relay': 0.193}"
1166,"{'band': 0.366, 'rock': 0.316, 'roll': 0.237, 'guy': 0.222, 'performed': 0.212}"
1167,"{'peer': 0.456, 'movie': 0.364, 'mpaa': 0.321, 'files': 0.267, 'parents': 0.209}"
1168,"{'redknapp': 0.646, 'southampton': 0.37, 'portsmouth': 0.315, 'saints': 0.191, 'harry': 0.152}"
1169,"{'pakistani': 0.425, 'pakistan': 0.251, 'visit': 0.248, 'blair': 0.183, 'women': 0.158}"
1170,"{'carroll': 0.354, 'championships': 0.269, 'mcilroy': 0.25, 'title': 0.215, 'sheffield': 0.199}"
1171,"{'lse': 0.51, 'euronext': 0.446, 'boerse': 0.255, 'exchange': 0.251, 'bid': 0.236}"
1172,"{'yukos': 0.523, 'yugansk': 0.413, 'court': 0.206, 'bank': 0.181, 'russia': 0.178}"
1173,"{'december': 0.263, 'tech': 0.262, 'japanese': 0.244, 'loss': 0.23, 'internet': 0.19}"
1174,"{'labour': 0.347, 'election': 0.297, 'billion': 0.246, 'parties': 0.223, 'headquarters': 0.198}"
1175,"{'sharp': 0.341, 'film': 0.329, 'cast': 0.27, 'india': 0.251, 'bollywood': 0.226}"
1176,"{'johnson': 0.655, 'england': 0.278, 'cup': 0.183, 'season': 0.176, 'captain': 0.165}"
1177,"{'election': 0.346, 'labour': 0.3, 'prime': 0.288, 'brown': 0.269, 'minister': 0.242}"
1178,"{'search': 0.495, 'queries': 0.272, 'strange': 0.258, 'engine': 0.226, 'web': 0.177}"
1179,"{'wal': 0.463, 'mart': 0.463, 'gun': 0.427, 'california': 0.303, 'sales': 0.275}"
1180,"{'reliance': 0.622, 'anil': 0.5, 'brothers': 0.251, 'india': 0.124, 'shares': 0.105}"
1181,"{'mac': 0.468, 'ipod': 0.365, 'apple': 0.288, 'jobs': 0.287, 'mini': 0.207}"
1182,"{'music': 0.46, 'peel': 0.449, 'radio': 0.41, 'john': 0.147, 'host': 0.139}"
1183,"{'flight': 0.254, 'novel': 0.243, 'starring': 0.215, 'adapted': 0.209, 'book': 0.195}"
1184,"{'name': 0.333, 'wouldn': 0.32, 'advertising': 0.227, 'brand': 0.221, 'space': 0.206}"
1185,"{'programs': 0.348, 'criminals': 0.304, 'viruses': 0.281, 'malicious': 0.279, 'spyware': 0.206}"
1186,"{'jacques': 0.481, 'tottenham': 0.233, 'manager': 0.221, 'club': 0.218, 'wish': 0.211}"
1187,"{'morientes': 0.489, 'liverpool': 0.42, 'anelka': 0.318, 'madrid': 0.268, 'benitez': 0.258}"
1188,"{'scottish': 0.621, 'brit': 0.237, 'band': 0.232, 'musical': 0.196, 'list': 0.157}"
1189,"{'premium': 0.351, 'phone': 0.324, 'scams': 0.253, 'scam': 0.217, 'companies': 0.212}"
1190,"{'fletcher': 0.705, 'friend': 0.224, 'tv': 0.202, 'comic': 0.175, 'broadcaster': 0.169}"
1191,"{'conte': 0.704, 'jones': 0.305, 'marion': 0.223, 'doping': 0.19, 'television': 0.142}"
1192,"{'rules': 0.325, 'pact': 0.292, 'brown': 0.282, 'treasury': 0.269, 'stability': 0.238}"
1193,"{'ces': 0.242, 'consumer': 0.237, 'devices': 0.216, 'electronics': 0.197, 'portable': 0.193}"
1194,"{'aid': 0.33, 'tourism': 0.271, 'imf': 0.222, 'damage': 0.218, 'asia': 0.208}"
1195,"{'drogba': 0.521, 'gallas': 0.416, 'duff': 0.299, 'mourinho': 0.272, 'injury': 0.182}"
1196,"{'film': 0.446, 'festival': 0.254, 'producers': 0.252, 'version': 0.206, 'horror': 0.2}"
1197,"{'copper': 0.793, 'production': 0.161, 'bn': 0.16, 'prices': 0.153, 'projects': 0.137}"
1198,"{'sales': 0.407, 'december': 0.266, 'boost': 0.232, 'stores': 0.209, 'retail': 0.195}"
1199,"{'film': 0.543, 'catholic': 0.367, 'india': 0.213, 'hurt': 0.189, 'community': 0.155}"
1200,"{'goal': 0.412, 'referee': 0.38, 'line': 0.289, 'video': 0.229, 'replay': 0.226}"
1201,"{'parmalat': 0.588, 'banks': 0.32, 'italian': 0.277, 'institutions': 0.245, 'bn': 0.165}"
1202,"{'murray': 0.463, 'cup': 0.307, 'henman': 0.285, 'tennis': 0.235, 'davis': 0.226}"
1203,"{'commodore': 0.863, 'brand': 0.255, 'computers': 0.178, 'sold': 0.112, 'computer': 0.112}"
1204,"{'tb': 0.525, 'health': 0.351, 'checks': 0.299, 'tested': 0.158, 'britain': 0.155}"
1205,"{'housing': 0.368, 'homes': 0.281, 'environmental': 0.259, 'sustainable': 0.211, 'prescott': 0.209}"
1206,"{'music': 0.361, 'voice': 0.284, 'control': 0.265, 'media': 0.214, 'technology': 0.2}"
1207,"{'gallery': 0.648, 'figures': 0.218, 'visitors': 0.188, 'smith': 0.179, 'museum': 0.16}"
1208,"{'labour': 0.282, 'manifesto': 0.25, 'election': 0.248, 'speech': 0.208, 'chancellor': 0.199}"
1209,"{'queen': 0.555, 'tour': 0.224, 'singer': 0.219, 'suddenly': 0.197, 'concert': 0.189}"
1210,"{'jobs': 0.537, 'october': 0.17, 'september': 0.168, 'wall': 0.151, 'economist': 0.139}"
1211,"{'qatar': 0.467, 'gas': 0.379, 'tonnes': 0.35, 'shell': 0.32, 'deal': 0.237}"
1212,"{'bnp': 0.542, 'ukip': 0.404, 'green': 0.31, 'meeting': 0.301, 'resigned': 0.267}"
1213,"{'rangers': 0.564, 'miss': 0.268, 'malcolm': 0.233, 'celtic': 0.229, 'additional': 0.216}"
1214,"{'virus': 0.543, 'mail': 0.32, 'machines': 0.223, 'messages': 0.209, 'infected': 0.205}"
1215,"{'season': 0.313, 'rugby': 0.287, 'broadcasters': 0.24, 'increased': 0.181, 'plan': 0.159}"
1216,"{'uefa': 0.728, 'matches': 0.246, 'clubs': 0.182, 'generation': 0.156, 'season': 0.128}"
1217,"{'bortolami': 0.49, 'edinburgh': 0.301, 'contest': 0.286, 'italy': 0.253, 'scotland': 0.226}"
1218,"{'jobs': 0.415, 'civil': 0.344, 'department': 0.272, 'cut': 0.219, 'brown': 0.2}"
1219,"{'airline': 0.394, 'boeing': 0.39, 'planes': 0.375, 'plane': 0.278, 'costs': 0.227}"
1220,"{'league': 0.273, 'united': 0.245, 'ian': 0.243, 've': 0.229, 'speculation': 0.227}"
1221,"{'oil': 0.521, 'china': 0.418, 'venezuela': 0.398, 'chavez': 0.277, 'east': 0.128}"
1222,"{'gene': 0.456, 'blue': 0.346, 'machine': 0.252, 'speed': 0.167, 'prototype': 0.162}"
1223,"{'laporte': 0.387, 'france': 0.385, 'harinordoquy': 0.213, 'squad': 0.203, 'philippe': 0.187}"
1224,"{'tobacco': 0.659, 'smoking': 0.264, 'ruling': 0.242, 'reynolds': 0.192, 'laws': 0.173}"
1225,"{'wto': 0.355, 'countries': 0.348, 'workers': 0.338, 'trade': 0.277, 'jobs': 0.262}"
1226,"{'forest': 0.466, 'wasn': 0.262, 'conceded': 0.211, 'manager': 0.203, 'professional': 0.185}"
1227,"{'galloway': 0.453, 'iraq': 0.404, 'care': 0.208, 'baghdad': 0.201, 'appealed': 0.198}"
1228,"{'search': 0.551, 'results': 0.347, 'engines': 0.286, 'pew': 0.213, 'users': 0.21}"
1229,"{'dyer': 0.47, 'bolton': 0.46, 'half': 0.229, 'newcastle': 0.177, 'header': 0.165}"
1230,"{'poverty': 0.29, 'sri': 0.284, 'lanka': 0.234, 'indonesia': 0.226, 'risk': 0.207}"
1231,"{'bittorrent': 0.562, 'site': 0.419, 'suprnova': 0.23, 'peer': 0.218, 'shared': 0.159}"
1232,"{'arsenal': 0.64, 'minutes': 0.226, 'penalties': 0.206, 'almunia': 0.194, 'gray': 0.194}"
1233,"{'laporte': 0.428, 'france': 0.324, 'french': 0.275, 'twickenham': 0.255, 'team': 0.222}"
1234,"{'mci': 0.538, 'verizon': 0.412, 'qwest': 0.26, 'sbc': 0.242, 'bn': 0.213}"
1235,"{'airways': 0.584, 'flight': 0.305, 'airline': 0.283, 'bankruptcy': 0.174, 'delta': 0.173}"
1236,"{'islamic': 0.606, 'malaysia': 0.477, 'banking': 0.407, 'bank': 0.207, 'central': 0.14}"
1237,"{'ebbers': 0.502, 'worldcom': 0.479, 'sullivan': 0.308, 'fraud': 0.266, 'trial': 0.146}"
1238,"{'party': 0.377, 'labour': 0.37, 'gift': 0.361, 'election': 0.253, 'lord': 0.242}"
1239,"{'brother': 0.408, 'celebrity': 0.346, 'reality': 0.193, 'series': 0.182, 'leave': 0.165}"
1240,"{'recycling': 0.307, 'energy': 0.266, 'awareness': 0.264, 'electronics': 0.221, 'power': 0.216}"
1241,"{'subsidies': 0.464, 'fuel': 0.447, 'prices': 0.388, 'indonesia': 0.295, 'trillion': 0.137}"
1242,"{'gazprom': 0.525, 'yukos': 0.323, 'yuganskneftegas': 0.308, 'baikal': 0.199, 'moscow': 0.185}"
1243,"{'bridge': 0.39, 'mourinho': 0.293, 'barcelona': 0.278, 'gallas': 0.27, 'left': 0.208}"
1244,"{'house': 0.353, 'prices': 0.325, 'inflation': 0.314, 'november': 0.274, 'annual': 0.251}"
1245,"{'japan': 0.447, 'yen': 0.403, 'bn': 0.318, 'japanese': 0.289, 'films': 0.232}"
1246,"{'sbc': 0.665, 'takeover': 0.323, 'bn': 0.243, 'employs': 0.198, 'shareholders': 0.157}"
1247,"{'davis': 0.543, 'activist': 0.27, 'lee': 0.218, 'reynolds': 0.18, 'clinton': 0.178}"
1248,"{'half': 0.451, 'sullivan': 0.399, 'italy': 0.239, 'stringer': 0.232, 'tough': 0.222}"
1249,"{'blunkett': 0.732, 'quinn': 0.303, 'poll': 0.146, 'damaged': 0.129, 'visa': 0.129}"
1250,"{'iran': 0.463, 'mobile': 0.368, 'turkish': 0.287, 'investment': 0.241, 'deal': 0.202}"
1251,"{'tobacco': 0.626, 'china': 0.468, 'factories': 0.246, 'smoking': 0.209, 'monopoly': 0.15}"
1252,"{'characters': 0.274, 'platform': 0.258, 'control': 0.235, 'space': 0.233, 'pigs': 0.211}"
1253,"{'evans': 0.749, 'sale': 0.181, 'pieces': 0.173, 'rid': 0.171, 've': 0.133}"
1254,"{'economy': 0.311, 'israeli': 0.272, 'imports': 0.262, 'exports': 0.209, 'demand': 0.161}"
1255,"{'share': 0.402, 'qualify': 0.401, 'profit': 0.296, 'society': 0.29, 'payment': 0.242}"
1256,"{'independent': 0.504, 'newspaper': 0.356, 'daily': 0.235, 'anthony': 0.205, 'revenues': 0.167}"
1257,"{'prime': 0.342, 'blair': 0.296, 'chancellor': 0.287, 'minister': 0.286, 'brown': 0.232}"
1258,"{'china': 0.421, 'eu': 0.255, 'pirated': 0.251, 'copyright': 0.247, 'intellectual': 0.179}"
1259,"{'britain': 0.425, 'howard': 0.305, 'blair': 0.19, 'tackle': 0.182, 'wrong': 0.162}"
1260,"{'text': 0.354, 'billion': 0.352, 'mda': 0.346, 'mobiles': 0.25, 'mobile': 0.249}"
1261,"{'robots': 0.246, 'robot': 0.243, 'extras': 0.233, 'disc': 0.218, 'fun': 0.189}"
1262,"{'hunt': 0.474, 'hunts': 0.445, 'hunting': 0.335, 'law': 0.263, 'police': 0.232}"
1263,"{'theatre': 0.342, 'poppins': 0.311, 'musical': 0.309, 'producers': 0.248, 'mary': 0.247}"
1264,"{'kick': 0.452, 'henry': 0.322, 'free': 0.296, 'poll': 0.257, 'clubs': 0.243}"
1265,"{'firefox': 0.576, 'browser': 0.389, 'ie': 0.376, 'microsoft': 0.207, 'explorer': 0.158}"
1266,"{'blunkett': 0.515, 'nanny': 0.333, 'inquiry': 0.259, 'alan': 0.222, 'sir': 0.214}"
1267,"{'vivendi': 0.775, 'bond': 0.22, 'bonds': 0.181, 'jean': 0.16, 'executive': 0.129}"
1268,"{'animals': 0.404, 'hunting': 0.361, 'remote': 0.349, 'shoot': 0.253, 'texas': 0.251}"
1269,"{'thailand': 0.37, 'th': 0.238, 'playing': 0.217, 'dementieva': 0.209, 'le': 0.203}"
1270,"{'sales': 0.367, 'chelsea': 0.29, 'boosted': 0.226, 'euro': 0.195, 'profit': 0.19}"
1271,"{'jobless': 0.502, 'german': 0.261, 'unemployment': 0.227, 'economy': 0.215, 'average': 0.189}"
1272,"{'drake': 0.425, 'vera': 0.422, 'film': 0.384, 'bafta': 0.29, 'awards': 0.231}"
1273,"{'divide': 0.349, 'digital': 0.333, 'access': 0.258, 'bt': 0.24, 'report': 0.195}"
1274,"{'nasdaq': 0.626, 'shares': 0.251, 'stock': 0.207, 'fortunes': 0.193, 'sale': 0.184}"
1275,"{'tax': 0.41, 'authors': 0.331, 'yukos': 0.293, 'russian': 0.245, 'enforcement': 0.218}"
1276,"{'comeback': 0.406, 'dementieva': 0.254, 'belgian': 0.244, 'olympic': 0.171, 'champion': 0.163}"
1277,"{'england': 0.424, 'bell': 0.409, 'barkley': 0.262, 'vickery': 0.178, 'gloucester': 0.171}"
1278,"{'chart': 0.634, 'sales': 0.322, 'download': 0.271, 'singles': 0.256, 'downloads': 0.227}"
1279,"{'wales': 0.476, 'saints': 0.387, 'st': 0.289, 'rugby': 0.205, 'training': 0.201}"
1280,"{'lords': 0.378, 'law': 0.308, 'detainees': 0.291, 'terrorism': 0.235, 'foreign': 0.171}"
1281,"{'seed': 0.477, 'dent': 0.419, 'johansson': 0.279, 'hewitt': 0.257, 'broke': 0.224}"
1282,"{'land': 0.405, 'chavez': 0.324, 'owned': 0.288, 'authorities': 0.199, 'farm': 0.188}"
1283,"{'grewcock': 0.667, 'ruddock': 0.397, 'peel': 0.201, 'wales': 0.172, 'gavin': 0.128}"
1284,"{'boerse': 0.593, 'deutsche': 0.484, 'euros': 0.242, 'exchange': 0.167, 'stock': 0.166}"
1285,"{'swansea': 0.612, 'bnp': 0.477, 'community': 0.196, 'police': 0.184, 'building': 0.16}"
1286,"{'baa': 0.477, 'heathrow': 0.377, 'airport': 0.322, 'expansion': 0.241, 'airports': 0.238}"
1287,"{'ericsson': 0.541, 'bn': 0.367, 'sales': 0.244, 'profit': 0.237, 'quarter': 0.193}"
1288,"{'howard': 0.314, 'election': 0.276, 'tory': 0.27, 'manifesto': 0.239, 'forgotten': 0.212}"
1289,"{'orchestra': 0.529, 'project': 0.393, 'music': 0.317, 'gameboy': 0.313, 'concert': 0.209}"
1290,"{'hanks': 0.583, 'santa': 0.287, 'square': 0.243, 'express': 0.237, 'christmas': 0.192}"
1291,"{'martyn': 0.388, 'everton': 0.382, 'rooney': 0.344, 'ronaldo': 0.326, 'fortune': 0.221}"
1292,"{'lending': 0.405, 'mortgage': 0.368, 'figures': 0.346, 'december': 0.286, 'bn': 0.251}"
1293,"{'action': 0.347, 'legal': 0.276, 'ms': 0.245, 'lawyers': 0.229, 'death': 0.196}"
1294,"{'wales': 0.257, 'driscoll': 0.253, 'woodward': 0.247, 'ireland': 0.215, 'england': 0.182}"
1295,"{'blackpool': 0.686, 'manchester': 0.275, 'conference': 0.259, 'party': 0.256, 'labour': 0.167}"
1296,"{'id': 0.469, 'cards': 0.45, 'clarke': 0.275, 'blunkett': 0.175, 'legislation': 0.155}"
1297,"{'spyware': 0.477, 'microsoft': 0.316, 'virus': 0.313, 'software': 0.282, 'anti': 0.269}"
1298,"{'song': 0.298, 'angels': 0.295, 'choice': 0.264, 'queen': 0.233, 'britons': 0.224}"
1299,"{'marsh': 0.69, 'insurance': 0.236, 'spitzer': 0.225, 'sec': 0.204, 'transactions': 0.196}"
1300,"{'posters': 0.54, 'labour': 0.355, 'anti': 0.253, 'tory': 0.227, 'poster': 0.223}"
1301,"{'un': 0.517, 'short': 0.367, 'ms': 0.26, 'authority': 0.248, 'undermine': 0.197}"
1302,"{'marathon': 0.553, 'race': 0.39, 'champion': 0.293, 'london': 0.216, 'olympic': 0.204}"
1303,"{'virtual': 0.439, 'gamers': 0.322, 'land': 0.27, 'gaming': 0.234, 'island': 0.211}"
1304,"{'housing': 0.459, 'halifax': 0.412, 'value': 0.299, 'trillion': 0.241, 'stock': 0.188}"
1305,"{'parry': 0.62, 'liverpool': 0.49, 'gerrard': 0.337, 'stadium': 0.184, 'club': 0.123}"
1306,"{'oscars': 0.28, 'rock': 0.246, 'awards': 0.214, 'film': 0.214, 'films': 0.206}"
1307,"{'sydney': 0.331, 'tournament': 0.306, 'moya': 0.271, 'defend': 0.22, 'final': 0.213}"
1308,"{'fockers': 0.477, 'meet': 0.282, 'takings': 0.264, 'box': 0.242, 'weekend': 0.234}"
1309,"{'owen': 0.36, 've': 0.334, 'england': 0.273, 'premiership': 0.25, 'bench': 0.235}"
1310,"{'southcorp': 0.695, 'takeover': 0.245, 'wine': 0.236, 'bought': 0.209, 'stake': 0.193}"
1311,"{'robinson': 0.485, 'england': 0.363, 'captain': 0.224, 'dawson': 0.222, 'squad': 0.217}"
1312,"{'safety': 0.743, 'health': 0.284, 'union': 0.225, 'workers': 0.212, 'safer': 0.147}"
1313,"{'ring': 0.389, 'fire': 0.343, 'johnny': 0.279, 'cash': 0.259, 'wrote': 0.238}"
1314,"{'ea': 0.673, 'games': 0.341, 'video': 0.287, 'industry': 0.14, 'tv': 0.119}"
1315,"{'fiscal': 0.314, 'economic': 0.312, 'japan': 0.246, 'consumer': 0.237, 'tokyo': 0.179}"
1316,"{'miller': 0.43, 'yards': 0.296, 'post': 0.275, 'hearts': 0.241, 'goal': 0.214}"
1317,"{'campaign': 0.285, 'labour': 0.264, 'declared': 0.25, 'election': 0.217, 'polling': 0.201}"
1318,"{'employers': 0.283, 'data': 0.278, 'system': 0.251, 'software': 0.239, 'privacy': 0.214}"
1319,"{'penalty': 0.377, 'williams': 0.333, 'subs': 0.307, 'daniel': 0.304, 'james': 0.222}"
1320,"{'gay': 0.431, 'murder': 0.304, 'industry': 0.272, 'lyrics': 0.204, 'artists': 0.201}"
1321,"{'sales': 0.596, 'retail': 0.228, 'december': 0.195, 'spending': 0.176, 'consumer': 0.138}"
1322,"{'edwards': 0.493, 'triple': 0.36, 'jump': 0.251, 'madrid': 0.231, 'gold': 0.228}"
1323,"{'aviator': 0.352, 'baby': 0.339, 'favourite': 0.306, 'dollar': 0.238, 'oscars': 0.236}"
1324,"{'stade': 0.497, 'toulousain': 0.436, 'biarritz': 0.339, 'harinordoquy': 0.277, 'ireland': 0.194}"
1325,"{'jeeves': 0.546, 'bloglines': 0.526, 'blogs': 0.251, 'entries': 0.21, 'blog': 0.205}"
1326,"{'wenger': 0.399, 'lehmann': 0.303, 'almunia': 0.297, 'arsenal': 0.262, 'keeper': 0.246}"
1327,"{'bot': 0.53, 'nets': 0.366, 'machines': 0.337, 'networks': 0.182, 'hackers': 0.155}"
1328,"{'brown': 0.405, 'education': 0.363, 'africa': 0.359, 'trip': 0.258, 'primary': 0.203}"
1329,"{'cyprus': 0.472, 'switzerland': 0.422, 'islands': 0.415, 'republic': 0.362, 'israel': 0.332}"
1330,"{'palestinian': 0.678, 'bank': 0.246, 'economic': 0.183, 'report': 0.179, 'west': 0.167}"
1331,"{'tickets': 0.546, 'id': 0.265, 'cards': 0.226, 'passport': 0.2, 'licence': 0.188}"
1332,"{'gadgets': 0.429, 'gadget': 0.334, 'list': 0.259, 'stuff': 0.254, 'lovers': 0.197}"
1333,"{'cebit': 0.572, 'motorola': 0.198, 'mobiles': 0.163, 'digital': 0.151, 'wood': 0.15}"
1334,"{'lords': 0.33, 'clarke': 0.282, 'ruling': 0.267, 'suspects': 0.251, 'legislation': 0.212}"
